source,target,ak,bk,ck,xpos,value
Personbruker,Internasjonalt,Personbruker,Internasjonalt,Delvis løst/videreformidlet NAV Familie og pensjon,0,20
Personbruker,Internasjonalt,Personbruker,Internasjonalt,Delvis løst/videreformidlet NKS/NSS,0,25
Personbruker,Internasjonalt,Personbruker,Internasjonalt,Delvis løst/videreformidlet til annen enhet i NAV,0,35
Personbruker,Internasjonalt,Personbruker,Internasjonalt,Delvis løst/videreformidlet til Arbeid og ytelser,0,43
Personbruker,Internasjonalt,Personbruker,Internasjonalt,Delvis løst/videreformidlet til NAV-kontor,0,17
Personbruker,Internasjonalt,Personbruker,Internasjonalt,"Ferdig besvart, avsluttet og henvist nav.no",0,593
Personbruker,Internasjonalt,Personbruker,Internasjonalt,Innringer ringer selv tilbake senere,0,4
Personbruker,Internasjonalt,Personbruker,Internasjonalt,Ringt feil,0,21
Personbruker,Klageinstans,Personbruker,Klageinstans,Delvis løst/videreformidlet NAV Familie og pensjon,0,1
Personbruker,Klageinstans,Personbruker,Klageinstans,Delvis løst/videreformidlet NKS/NSS,0,6
Personbruker,Klageinstans,Personbruker,Klageinstans,Delvis løst/videreformidlet til annen enhet i NAV,0,35
Personbruker,Klageinstans,Personbruker,Klageinstans,Delvis løst/videreformidlet til Arbeid og ytelser,0,3
Personbruker,Klageinstans,Personbruker,Klageinstans,Delvis løst/videreformidlet til NAV-kontor,0,2
Personbruker,Klageinstans,Personbruker,Klageinstans,"Ferdig besvart, avsluttet og henvist nav.no",0,140
Personbruker,Klageinstans,Personbruker,Klageinstans,Innringer ringer selv tilbake senere,0,4
Personbruker,Klageinstans,Personbruker,Klageinstans,Ringt feil,0,2
Personbruker,Lege og behandler,Personbruker,Lege og behandler,Delvis løst/videreformidlet NKS/NSS,0,9
Personbruker,Lege og behandler,Personbruker,Lege og behandler,Delvis løst/videreformidlet til Arbeid og ytelser,0,1
Personbruker,Lege og behandler,Personbruker,Lege og behandler,Ringt feil,0,34
Personbruker,Pensjon,Personbruker,Pensjon,Brutt samtale / teknisk feil,0,22
Personbruker,Pensjon,Personbruker,Pensjon,Delvis løst/videreformidlet NAV Familie og pensjon,0,82
Personbruker,Pensjon,Personbruker,Pensjon,Delvis løst/videreformidlet NKS/NSS,0,117
Personbruker,Pensjon,Personbruker,Pensjon,Delvis løst/videreformidlet NØP/NØS,0,59
Personbruker,Pensjon,Personbruker,Pensjon,Delvis løst/videreformidlet til annen enhet i NAV,0,12
Personbruker,Pensjon,Personbruker,Pensjon,Delvis løst/videreformidlet til Arbeid og ytelser,0,12
Personbruker,Pensjon,Personbruker,Pensjon,Delvis løst/videreformidlet til NAV-kontor,0,12
Personbruker,Pensjon,Personbruker,Pensjon,"Ferdig besvart, avsluttet og henvist nav.no",0,2566
Personbruker,Pensjon,Personbruker,Pensjon,Innringer ringer selv tilbake senere,0,3
Personbruker,Pensjon,Personbruker,Pensjon,Ringt feil,0,140
Personbruker,Pensjon,Personbruker,Pensjon,Skrevet feil,0,2
Personbruker,Pleiepenger,Personbruker,Pleiepenger,Delvis løst/videreformidlet NAV Familie og pensjon,0,8
Personbruker,Pleiepenger,Personbruker,Pleiepenger,Delvis løst/videreformidlet NKS/NSS,0,7
Personbruker,Pleiepenger,Personbruker,Pleiepenger,Delvis løst/videreformidlet til Arbeid og ytelser,0,13
Personbruker,Pleiepenger,Personbruker,Pleiepenger,Delvis løst/videreformidlet til NAV-kontor,0,1
Personbruker,Pleiepenger,Personbruker,Pleiepenger,"Ferdig besvart, avsluttet og henvist nav.no",0,84
Personbruker,Pleiepenger,Personbruker,Pleiepenger,Innringer ringer selv tilbake senere,0,2
Personbruker,Pleiepenger,Personbruker,Pleiepenger,Ringt feil,0,4
Personbruker,Sosiale tjenester,Personbruker,Sosiale tjenester,Brutt samtale / teknisk feil,0,37
Personbruker,Sosiale tjenester,Personbruker,Sosiale tjenester,Delvis løst/videreformidlet NAV Familie og pensjon,0,8
Personbruker,Sosiale tjenester,Personbruker,Sosiale tjenester,Delvis løst/videreformidlet NKS/NSS,0,213
Personbruker,Sosiale tjenester,Personbruker,Sosiale tjenester,Delvis løst/videreformidlet til annen enhet i NAV,0,19
Personbruker,Sosiale tjenester,Personbruker,Sosiale tjenester,Delvis løst/videreformidlet til Arbeid og ytelser,0,16
Personbruker,Sosiale tjenester,Personbruker,Sosiale tjenester,Delvis løst/videreformidlet til NAV-kontor,0,2192
Personbruker,Sosiale tjenester,Personbruker,Sosiale tjenester,"Ferdig besvart, avsluttet og henvist nav.no",0,2282
Personbruker,Sosiale tjenester,Personbruker,Sosiale tjenester,Innringer ringer selv tilbake senere,0,255
Personbruker,Sosiale tjenester,Personbruker,Sosiale tjenester,Ringt feil,0,177
Personbruker,Sosiale tjenester,Personbruker,Sosiale tjenester,Skrevet feil,0,2
Personbruker,Teknisk brukerstøtte,Personbruker,Teknisk brukerstøtte,Brutt samtale / teknisk feil,0,2
Personbruker,Teknisk brukerstøtte,Personbruker,Teknisk brukerstøtte,Delvis løst/videreformidlet NAV Familie og pensjon,0,1
Personbruker,Teknisk brukerstøtte,Personbruker,Teknisk brukerstøtte,Delvis løst/videreformidlet NKS/NSS,0,17
Personbruker,Teknisk brukerstøtte,Personbruker,Teknisk brukerstøtte,Delvis løst/videreformidlet til annen enhet i NAV,0,5
Personbruker,Teknisk brukerstøtte,Personbruker,Teknisk brukerstøtte,Delvis løst/videreformidlet til NAV-kontor,0,8
Personbruker,Teknisk brukerstøtte,Personbruker,Teknisk brukerstøtte,"Ferdig besvart, avsluttet og henvist nav.no",0,164
Personbruker,Teknisk brukerstøtte,Personbruker,Teknisk brukerstøtte,Innringer ringer selv tilbake senere,0,1
Personbruker,Teknisk brukerstøtte,Personbruker,Teknisk brukerstøtte,Ringt feil,0,27
Personbruker,Uføretrygd,Personbruker,Uføretrygd,Brutt samtale / teknisk feil,0,17
Personbruker,Uføretrygd,Personbruker,Uføretrygd,Delvis løst/videreformidlet NAV Familie og pensjon,0,7
Personbruker,Uføretrygd,Personbruker,Uføretrygd,Delvis løst/videreformidlet NKS/NSS,0,92
Personbruker,Uføretrygd,Personbruker,Uføretrygd,Delvis løst/videreformidlet NØP/NØS,0,23
Personbruker,Uføretrygd,Personbruker,Uføretrygd,Delvis løst/videreformidlet til annen enhet i NAV,0,24
Personbruker,Uføretrygd,Personbruker,Uføretrygd,Delvis løst/videreformidlet til Arbeid og ytelser,0,43
Personbruker,Uføretrygd,Personbruker,Uføretrygd,Delvis løst/videreformidlet til NAV-kontor,0,56
Personbruker,Uføretrygd,Personbruker,Uføretrygd,"Ferdig besvart, avsluttet og henvist nav.no",0,1694
Personbruker,Uføretrygd,Personbruker,Uføretrygd,Innringer ringer selv tilbake senere,0,5
Personbruker,Uføretrygd,Personbruker,Uføretrygd,Ringt feil,0,80
Personbruker,Uføretrygd,Personbruker,Uføretrygd,Skrevet feil,0,1
Sperret person,Annet,Sperret person,Annet,Delvis løst/videreformidlet til annen enhet i NAV,0,1
Sperret person,Annet,Sperret person,Annet,Delvis løst/videreformidlet til NAV-kontor,0,3
Sperret person,Annet,Sperret person,Annet,Ringt feil,0,1
Sperret person,Arbeid og helse,Sperret person,Arbeid og helse,Delvis løst/videreformidlet til Arbeid og ytelser,0,1
Sperret person,Arbeid og helse,Sperret person,Arbeid og helse,Delvis løst/videreformidlet til NAV-kontor,0,7
Sperret person,Arbeid og helse,Sperret person,Arbeid og helse,"Ferdig besvart, avsluttet og henvist nav.no",0,1
Sperret person,Arbeid og helse,Sperret person,Arbeid og helse,Innringer ringer selv tilbake senere,0,1
Sperret person,Beskjed til NAV - Arbeid,Sperret person,Beskjed til NAV - Arbeid,Delvis løst/videreformidlet til NAV-kontor,0,1
Sperret person,Beskjed til NAV - Pensjon,Sperret person,Beskjed til NAV - Pensjon,"Ferdig besvart, avsluttet og henvist nav.no",0,2
Sperret person,Familie,Sperret person,Familie,Delvis løst/videreformidlet NAV Familie og pensjon,0,3
Sperret person,Familie,Sperret person,Familie,Delvis løst/videreformidlet til NAV-kontor,0,1
Sperret person,Familie,Sperret person,Familie,Innringer ringer selv tilbake senere,0,1
Sperret person,Pensjon,Sperret person,Pensjon,Delvis løst/videreformidlet til annen enhet i NAV,0,1
Sperret person,Pleiepenger,Sperret person,Pleiepenger,Delvis løst/videreformidlet NAV Familie og pensjon,0,1
Tiltaksarrangør,Annet,Tiltaksarrangør,Annet,Delvis løst/videreformidlet til NAV-kontor,0,2
Tiltaksarrangør,Annet,Tiltaksarrangør,Annet,"Ferdig besvart, avsluttet og henvist nav.no",0,2
Tiltaksarrangør,Annet,Tiltaksarrangør,Annet,Innringer ringer selv tilbake senere,0,1
Tiltaksarrangør,Annet,Tiltaksarrangør,Annet,Ringt feil,0,1
Tiltaksarrangør,Arbeid og helse,Tiltaksarrangør,Arbeid og helse,Delvis løst/videreformidlet NKS/NSS,0,1
Tiltaksarrangør,Arbeid og helse,Tiltaksarrangør,Arbeid og helse,Delvis løst/videreformidlet til NAV-kontor,0,4
Tiltaksarrangør,Arbeid og helse,Tiltaksarrangør,Arbeid og helse,"Ferdig besvart, avsluttet og henvist nav.no",0,2
Tiltaksarrangør,Arbeid og helse,Tiltaksarrangør,Arbeid og helse,Innringer ringer selv tilbake senere,0,2
Tiltaksarrangør,Arbeidsgiver 1+4,Tiltaksarrangør,Arbeidsgiver 1+4,Delvis løst/videreformidlet NKS/NSS,0,25
Tiltaksarrangør,Arbeidsgiver 1+4,Tiltaksarrangør,Arbeidsgiver 1+4,Delvis løst/videreformidlet til Arbeid og ytelser,0,1
Tiltaksarrangør,Arbeidsgiver 1+4,Tiltaksarrangør,Arbeidsgiver 1+4,Delvis løst/videreformidlet til NAV Fylkesledd,0,1
Tiltaksarrangør,Arbeidsgiver 1+4,Tiltaksarrangør,Arbeidsgiver 1+4,Delvis løst/videreformidlet til NAV-kontor,0,20
Tiltaksarrangør,Arbeidsgiver 1+4,Tiltaksarrangør,Arbeidsgiver 1+4,"Ferdig besvart, avsluttet og henvist nav.no",0,59
Tiltaksarrangør,Arbeidsgiver 1+4,Tiltaksarrangør,Arbeidsgiver 1+4,Innringer ringer selv tilbake senere,0,5
Tiltaksarrangør,Arbeidsgiver 1+4,Tiltaksarrangør,Arbeidsgiver 1+4,Ringt feil,0,2
Tiltaksarrangør,Arbeidsgiver 2,Tiltaksarrangør,Arbeidsgiver 2,Delvis løst/videreformidlet NKS/NSS,0,52
Tiltaksarrangør,Arbeidsgiver 2,Tiltaksarrangør,Arbeidsgiver 2,Delvis løst/videreformidlet til annen enhet i NAV,0,1
Tiltaksarrangør,Arbeidsgiver 2,Tiltaksarrangør,Arbeidsgiver 2,Delvis løst/videreformidlet til NAV Fylkesledd,0,1
Tiltaksarrangør,Arbeidsgiver 2,Tiltaksarrangør,Arbeidsgiver 2,Delvis løst/videreformidlet til NAV-kontor,0,15
Tiltaksarrangør,Arbeidsgiver 2,Tiltaksarrangør,Arbeidsgiver 2,"Ferdig besvart, avsluttet og henvist nav.no",0,13
Tiltaksarrangør,Arbeidsgiver 2,Tiltaksarrangør,Arbeidsgiver 2,Innringer ringer selv tilbake senere,0,4
Tiltaksarrangør,Arbeidsgiver 2,Tiltaksarrangør,Arbeidsgiver 2,Ringt feil,0,11
Tiltaksarrangør,Arbeidsgiver 3,Tiltaksarrangør,Arbeidsgiver 3,Brutt samtale / teknisk feil,0,3
Tiltaksarrangør,Arbeidsgiver 3,Tiltaksarrangør,Arbeidsgiver 3,Delvis løst/videreformidlet NKS/NSS,0,13
Tiltaksarrangør,Arbeidsgiver 3,Tiltaksarrangør,Arbeidsgiver 3,Delvis løst/videreformidlet til NAV Fylkesledd,0,1
Tiltaksarrangør,Arbeidsgiver 3,Tiltaksarrangør,Arbeidsgiver 3,Delvis løst/videreformidlet til NAV-kontor,0,307
Tiltaksarrangør,Arbeidsgiver 3,Tiltaksarrangør,Arbeidsgiver 3,"Ferdig besvart, avsluttet og henvist nav.no",0,161
Tiltaksarrangør,Arbeidsgiver 3,Tiltaksarrangør,Arbeidsgiver 3,Innringer ringer selv tilbake senere,0,40
Tiltaksarrangør,Arbeidsgiver 3,Tiltaksarrangør,Arbeidsgiver 3,Ringt feil,0,8
Tiltaksarrangør,Lege og behandler,Tiltaksarrangør,Lege og behandler,Delvis løst/videreformidlet NKS/NSS,0,4
Tiltaksarrangør,Lege og behandler,Tiltaksarrangør,Lege og behandler,Delvis løst/videreformidlet til NAV-kontor,0,2
Tiltaksarrangør,Lege og behandler,Tiltaksarrangør,Lege og behandler,Ringt feil,0,3
Tiltaksarrangør,Pensjon,Tiltaksarrangør,Pensjon,Delvis løst/videreformidlet NAV Familie og pensjon,0,1
Tiltaksarrangør,Pensjon,Tiltaksarrangør,Pensjon,Delvis løst/videreformidlet til NAV-kontor,0,1
Tiltaksarrangør,Sosiale tjenester,Tiltaksarrangør,Sosiale tjenester,Delvis løst/videreformidlet til NAV-kontor,0,1
Tiltaksarrangør,Sosiale tjenester,Tiltaksarrangør,Sosiale tjenester,"Ferdig besvart, avsluttet og henvist nav.no",0,2
Tiltaksarrangør,Sosiale tjenester,Tiltaksarrangør,Sosiale tjenester,Innringer ringer selv tilbake senere,0,1
Tiltaksarrangør,Teknisk brukerstøtte,Tiltaksarrangør,Teknisk brukerstøtte,"Ferdig besvart, avsluttet og henvist nav.no",0,2
Vet ikke,Annet,Vet ikke,Annet,Brutt samtale / teknisk feil,0,69
Vet ikke,Annet,Vet ikke,Annet,Delvis løst/videreformidlet til annen enhet i NAV,0,1
Vet ikke,Annet,Vet ikke,Annet,Delvis løst/videreformidlet til NAV-kontor,0,1
Vet ikke,Annet,Vet ikke,Annet,"Ferdig besvart, avsluttet og henvist nav.no",0,1
Vet ikke,Annet,Vet ikke,Annet,Ringt feil,0,4
Vet ikke,Arbeid og helse,Vet ikke,Arbeid og helse,Brutt samtale / teknisk feil,0,39
Vet ikke,Arbeid og helse,Vet ikke,Arbeid og helse,"Ferdig besvart, avsluttet og henvist nav.no",0,5
Vet ikke,Arbeid og helse,Vet ikke,Arbeid og helse,Ringt feil,0,3
Vet ikke,Arbeidsgiver 1+4,Vet ikke,Arbeidsgiver 1+4,Brutt samtale / teknisk feil,0,3
Vet ikke,Arbeidsgiver 1+4,Vet ikke,Arbeidsgiver 1+4,Ringt feil,0,1
Vet ikke,Arbeidsgiver 2,Vet ikke,Arbeidsgiver 2,Brutt samtale / teknisk feil,0,1
Vet ikke,Arbeidsgiver 3,Vet ikke,Arbeidsgiver 3,Brutt samtale / teknisk feil,0,2
Vet ikke,Familie,Vet ikke,Familie,Brutt samtale / teknisk feil,0,8
Vet ikke,Familie,Vet ikke,Familie,"Ferdig besvart, avsluttet og henvist nav.no",0,1
Vet ikke,Familie,Vet ikke,Familie,Ringt feil,0,1
Vet ikke,Klageinstans,Vet ikke,Klageinstans,Brutt samtale / teknisk feil,0,2
Vet ikke,Klageinstans,Vet ikke,Klageinstans,Ringt feil,0,1
Vet ikke,Lege og behandler,Vet ikke,Lege og behandler,Brutt samtale / teknisk feil,0,4
Vet ikke,Lege og behandler,Vet ikke,Lege og behandler,Delvis løst/videreformidlet til NAV-kontor,0,1
Vet ikke,Lege og behandler,Vet ikke,Lege og behandler,Innringer ringer selv tilbake senere,0,1
Vet ikke,Pensjon,Vet ikke,Pensjon,Brutt samtale / teknisk feil,0,11
Vet ikke,Pleiepenger,Vet ikke,Pleiepenger,Delvis løst/videreformidlet NKS/NSS,0,1
Vet ikke,Sosiale tjenester,Vet ikke,Sosiale tjenester,Brutt samtale / teknisk feil,0,24
Vet ikke,Sosiale tjenester,Vet ikke,Sosiale tjenester,Delvis løst/videreformidlet NKS/NSS,0,1
Vet ikke,Sosiale tjenester,Vet ikke,Sosiale tjenester,Delvis løst/videreformidlet til NAV-kontor,0,2
Vet ikke,Teknisk brukerstøtte,Vet ikke,Teknisk brukerstøtte,Brutt samtale / teknisk feil,0,2
Vet ikke,Uføretrygd,Vet ikke,Uføretrygd,Brutt samtale / teknisk feil,0,7
Annet,Brutt samtale / teknisk feil,Andre,Annet,Brutt samtale / teknisk feil,1,4
Annet,Brutt samtale / teknisk feil,Personbruker,Annet,Brutt samtale / teknisk feil,1,44
Annet,Brutt samtale / teknisk feil,Vet ikke,Annet,Brutt samtale / teknisk feil,1,69
Annet,Delvis løst/videreformidlet NAV Familie og pensjon,Andre,Annet,Delvis løst/videreformidlet NAV Familie og pensjon,1,2
Annet,Delvis løst/videreformidlet NAV Familie og pensjon,"Pårørende, verge, fullmakt",Annet,Delvis løst/videreformidlet NAV Familie og pensjon,1,4
Annet,Delvis løst/videreformidlet NAV Familie og pensjon,Personbruker,Annet,Delvis løst/videreformidlet NAV Familie og pensjon,1,15
Annet,Delvis løst/videreformidlet NKS/NSS,Andre,Annet,Delvis løst/videreformidlet NKS/NSS,1,18
Annet,Delvis løst/videreformidlet NKS/NSS,Arbeidsgiver,Annet,Delvis løst/videreformidlet NKS/NSS,1,9
Annet,Delvis løst/videreformidlet NKS/NSS,Lege eller behandler,Annet,Delvis løst/videreformidlet NKS/NSS,1,2
Annet,Delvis løst/videreformidlet NKS/NSS,Øvrige samhandlere,Annet,Delvis løst/videreformidlet NKS/NSS,1,26
Annet,Delvis løst/videreformidlet NKS/NSS,"Pårørende, verge, fullmakt",Annet,Delvis løst/videreformidlet NKS/NSS,1,49
Annet,Delvis løst/videreformidlet NKS/NSS,Personbruker,Annet,Delvis løst/videreformidlet NKS/NSS,1,731
Annet,Delvis løst/videreformidlet NØP/NØS,Arbeidsgiver,Annet,Delvis løst/videreformidlet NØP/NØS,1,1
Annet,Delvis løst/videreformidlet NØP/NØS,NAV-kontoret,Annet,Delvis løst/videreformidlet NØP/NØS,1,1
Annet,Delvis løst/videreformidlet NØP/NØS,Øvrige samhandlere,Annet,Delvis løst/videreformidlet NØP/NØS,1,1
Annet,Delvis løst/videreformidlet NØP/NØS,"Pårørende, verge, fullmakt",Annet,Delvis løst/videreformidlet NØP/NØS,1,1
Annet,Delvis løst/videreformidlet NØP/NØS,Personbruker,Annet,Delvis løst/videreformidlet NØP/NØS,1,4
Annet,Delvis løst/videreformidlet til annen enhet i NAV,Andre,Annet,Delvis løst/videreformidlet til annen enhet i NAV,1,8
Annet,Delvis løst/videreformidlet til annen enhet i NAV,Arbeidsgiver,Annet,Delvis løst/videreformidlet til annen enhet i NAV,1,1
Annet,Delvis løst/videreformidlet til annen enhet i NAV,NAV-kontoret,Annet,Delvis løst/videreformidlet til annen enhet i NAV,1,1
Annet,Delvis løst/videreformidlet til annen enhet i NAV,Øvrige samhandlere,Annet,Delvis løst/videreformidlet til annen enhet i NAV,1,1
Annet,Delvis løst/videreformidlet til annen enhet i NAV,"Pårørende, verge, fullmakt",Annet,Delvis løst/videreformidlet til annen enhet i NAV,1,4
Annet,Delvis løst/videreformidlet til annen enhet i NAV,Personbruker,Annet,Delvis løst/videreformidlet til annen enhet i NAV,1,39
Annet,Delvis løst/videreformidlet til annen enhet i NAV,Sperret person,Annet,Delvis løst/videreformidlet til annen enhet i NAV,1,1
Annet,Delvis løst/videreformidlet til annen enhet i NAV,Vet ikke,Annet,Delvis løst/videreformidlet til annen enhet i NAV,1,1
Annet,Delvis løst/videreformidlet til Arbeid og ytelser,Andre,Annet,Delvis løst/videreformidlet til Arbeid og ytelser,1,1
Annet,Delvis løst/videreformidlet til Arbeid og ytelser,Lege eller behandler,Annet,Delvis løst/videreformidlet til Arbeid og ytelser,1,1
Annet,Delvis løst/videreformidlet til Arbeid og ytelser,"Pårørende, verge, fullmakt",Annet,Delvis løst/videreformidlet til Arbeid og ytelser,1,12
Annet,Delvis løst/videreformidlet til Arbeid og ytelser,Personbruker,Annet,Delvis løst/videreformidlet til Arbeid og ytelser,1,56
Annet,Delvis løst/videreformidlet til NAV Fylkesledd,Øvrige samhandlere,Annet,Delvis løst/videreformidlet til NAV Fylkesledd,1,1
Annet,Delvis løst/videreformidlet til NAV-kontor,Andre,Annet,Delvis løst/videreformidlet til NAV-kontor,1,11
Annet,Delvis løst/videreformidlet til NAV-kontor,Andre i NAV,Annet,Delvis løst/videreformidlet til NAV-kontor,1,2
Annet,Delvis løst/videreformidlet til NAV-kontor,Arbeidsgiver,Annet,Delvis løst/videreformidlet til NAV-kontor,1,2
Annet,Delvis løst/videreformidlet til NAV-kontor,NAV-kontoret,Annet,Delvis løst/videreformidlet til NAV-kontor,1,1
Annet,Delvis løst/videreformidlet til NAV-kontor,Øvrige samhandlere,Annet,Delvis løst/videreformidlet til NAV-kontor,1,13
Annet,Delvis løst/videreformidlet til NAV-kontor,"Pårørende, verge, fullmakt",Annet,Delvis løst/videreformidlet til NAV-kontor,1,31
Annet,Delvis løst/videreformidlet til NAV-kontor,Personbruker,Annet,Delvis løst/videreformidlet til NAV-kontor,1,411
Annet,Delvis løst/videreformidlet til NAV-kontor,Sperret person,Annet,Delvis løst/videreformidlet til NAV-kontor,1,3
Annet,Delvis løst/videreformidlet til NAV-kontor,Tiltaksarrangør,Annet,Delvis løst/videreformidlet til NAV-kontor,1,2
Annet,Delvis løst/videreformidlet til NAV-kontor,Vet ikke,Annet,Delvis løst/videreformidlet til NAV-kontor,1,1
Annet,"Ferdig besvart, avsluttet og henvist nav.no",Andre,Annet,"Ferdig besvart, avsluttet og henvist nav.no",1,29
Annet,"Ferdig besvart, avsluttet og henvist nav.no",Andre i NAV,Annet,"Ferdig besvart, avsluttet og henvist nav.no",1,3
Annet,"Ferdig besvart, avsluttet og henvist nav.no",Arbeidsgiver,Annet,"Ferdig besvart, avsluttet og henvist nav.no",1,8
Annet,"Ferdig besvart, avsluttet og henvist nav.no",Lege eller behandler,Annet,"Ferdig besvart, avsluttet og henvist nav.no",1,4
Annet,"Ferdig besvart, avsluttet og henvist nav.no",NAV-kontoret,Annet,"Ferdig besvart, avsluttet og henvist nav.no",1,7
Annet,"Ferdig besvart, avsluttet og henvist nav.no",Øvrige samhandlere,Annet,"Ferdig besvart, avsluttet og henvist nav.no",1,39
Annet,"Ferdig besvart, avsluttet og henvist nav.no","Pårørende, verge, fullmakt",Annet,"Ferdig besvart, avsluttet og henvist nav.no",1,129
Annet,"Ferdig besvart, avsluttet og henvist nav.no",Personbruker,Annet,"Ferdig besvart, avsluttet og henvist nav.no",1,727
Annet,"Ferdig besvart, avsluttet og henvist nav.no",Tiltaksarrangør,Annet,"Ferdig besvart, avsluttet og henvist nav.no",1,2
Annet,"Ferdig besvart, avsluttet og henvist nav.no",Vet ikke,Annet,"Ferdig besvart, avsluttet og henvist nav.no",1,1
Annet,Innringer ringer selv tilbake senere,Andre,Annet,Innringer ringer selv tilbake senere,1,5
Annet,Innringer ringer selv tilbake senere,Andre i NAV,Annet,Innringer ringer selv tilbake senere,1,1
Annet,Innringer ringer selv tilbake senere,Lege eller behandler,Annet,Innringer ringer selv tilbake senere,1,2
Annet,Innringer ringer selv tilbake senere,Øvrige samhandlere,Annet,Innringer ringer selv tilbake senere,1,9
Annet,Innringer ringer selv tilbake senere,"Pårørende, verge, fullmakt",Annet,Innringer ringer selv tilbake senere,1,6
Annet,Innringer ringer selv tilbake senere,Personbruker,Annet,Innringer ringer selv tilbake senere,1,33
Annet,Innringer ringer selv tilbake senere,Tiltaksarrangør,Annet,Innringer ringer selv tilbake senere,1,1
Annet,Ringt feil,Andre,Annet,Ringt feil,1,24
Annet,Ringt feil,Arbeidsgiver,Annet,Ringt feil,1,17
Annet,Ringt feil,NAV-kontoret,Annet,Ringt feil,1,3
Annet,Ringt feil,Øvrige samhandlere,Annet,Ringt feil,1,21
Annet,Ringt feil,"Pårørende, verge, fullmakt",Annet,Ringt feil,1,40
Annet,Ringt feil,Personbruker,Annet,Ringt feil,1,342
Annet,Ringt feil,Sperret person,Annet,Ringt feil,1,1
Annet,Ringt feil,Tiltaksarrangør,Annet,Ringt feil,1,1
Annet,Ringt feil,Vet ikke,Annet,Ringt feil,1,4
Annet,Skrevet feil,Personbruker,Annet,Skrevet feil,1,1
Arbeid og helse,Brutt samtale / teknisk feil,Andre,Arbeid og helse,Brutt samtale / teknisk feil,1,1
Arbeid og helse,Brutt samtale / teknisk feil,Lege eller behandler,Arbeid og helse,Brutt samtale / teknisk feil,1,1
Arbeid og helse,Brutt samtale / teknisk feil,"Pårørende, verge, fullmakt",Arbeid og helse,Brutt samtale / teknisk feil,1,5
Arbeid og helse,Brutt samtale / teknisk feil,Personbruker,Arbeid og helse,Brutt samtale / teknisk feil,1,105
Arbeid og helse,Brutt samtale / teknisk feil,Vet ikke,Arbeid og helse,Brutt samtale / teknisk feil,1,39
Arbeid og helse,Delvis løst/videreformidlet NAV Familie og pensjon,Arbeidsgiver,Arbeid og helse,Delvis løst/videreformidlet NAV Familie og pensjon,1,2
Arbeid og helse,Delvis løst/videreformidlet NAV Familie og pensjon,"Pårørende, verge, fullmakt",Arbeid og helse,Delvis løst/videreformidlet NAV Familie og pensjon,1,6
Arbeid og helse,Delvis løst/videreformidlet NAV Familie og pensjon,Personbruker,Arbeid og helse,Delvis løst/videreformidlet NAV Familie og pensjon,1,37
Arbeid og helse,Delvis løst/videreformidlet NKS/NSS,Andre,Arbeid og helse,Delvis løst/videreformidlet NKS/NSS,1,1
Arbeid og helse,Delvis løst/videreformidlet NKS/NSS,Andre i NAV,Arbeid og helse,Delvis løst/videreformidlet NKS/NSS,1,1
Arbeid og helse,Delvis løst/videreformidlet NKS/NSS,Arbeidsgiver,Arbeid og helse,Delvis løst/videreformidlet NKS/NSS,1,15
Arbeid og helse,Delvis løst/videreformidlet NKS/NSS,Lege eller behandler,Arbeid og helse,Delvis løst/videreformidlet NKS/NSS,1,2
Arbeid og helse,Delvis løst/videreformidlet NKS/NSS,Øvrige samhandlere,Arbeid og helse,Delvis løst/videreformidlet NKS/NSS,1,5
Arbeid og helse,Delvis løst/videreformidlet NKS/NSS,"Pårørende, verge, fullmakt",Arbeid og helse,Delvis løst/videreformidlet NKS/NSS,1,35
Arbeid og helse,Delvis løst/videreformidlet NKS/NSS,Personbruker,Arbeid og helse,Delvis løst/videreformidlet NKS/NSS,1,722
Arbeid og helse,Delvis løst/videreformidlet NKS/NSS,Tiltaksarrangør,Arbeid og helse,Delvis løst/videreformidlet NKS/NSS,1,1
Arbeid og helse,Delvis løst/videreformidlet NØP/NØS,Andre,Arbeid og helse,Delvis løst/videreformidlet NØP/NØS,1,2
Arbeid og helse,Delvis løst/videreformidlet NØP/NØS,Øvrige samhandlere,Arbeid og helse,Delvis løst/videreformidlet NØP/NØS,1,1
Arbeid og helse,Delvis løst/videreformidlet NØP/NØS,"Pårørende, verge, fullmakt",Arbeid og helse,Delvis løst/videreformidlet NØP/NØS,1,1
Arbeid og helse,Delvis løst/videreformidlet NØP/NØS,Personbruker,Arbeid og helse,Delvis løst/videreformidlet NØP/NØS,1,28
Arbeid og helse,Delvis løst/videreformidlet til annen enhet i NAV,Andre,Arbeid og helse,Delvis løst/videreformidlet til annen enhet i NAV,1,1
Arbeid og helse,Delvis løst/videreformidlet til annen enhet i NAV,Arbeidsgiver,Arbeid og helse,Delvis løst/videreformidlet til annen enhet i NAV,1,1
Arbeid og helse,Delvis løst/videreformidlet til annen enhet i NAV,Lege eller behandler,Arbeid og helse,Delvis løst/videreformidlet til annen enhet i NAV,1,1
Arbeid og helse,Delvis løst/videreformidlet til annen enhet i NAV,Øvrige samhandlere,Arbeid og helse,Delvis løst/videreformidlet til annen enhet i NAV,1,1
Arbeid og helse,Delvis løst/videreformidlet til annen enhet i NAV,"Pårørende, verge, fullmakt",Arbeid og helse,Delvis løst/videreformidlet til annen enhet i NAV,1,9
